"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","salary","Status"
"2623",0.84,0.51,2,117,4,0,0,"0","Working"
"2626",0.6,0.91,2,168,4,0,0,"0","Working"
"2627",0.89,0.71,5,194,3,0,0,"0","Working"
"2628",0.6,0.97,4,219,4,1,0,"0","Working"
"2634",0.78,0.59,3,212,2,0,0,"0","Working"
"2638",0.5,0.49,3,214,3,0,0,"1","Working"
"2641",0.69,0.56,4,178,3,0,0,"1","Working"
"2652",0.73,0.81,3,168,2,0,0,"1","Working"
"2659",0.76,0.98,2,111,2,0,0,"0","Working"
"2664",0.54,0.94,5,229,3,1,0,"0","Working"
"2667",0.86,0.62,3,256,3,1,0,"0","Working"
"2678",0.76,0.59,3,191,4,0,0,"1","Working"
"2682",0.89,0.67,3,226,3,0,0,"1","Working"
"2705",0.63,0.5,5,246,2,0,0,"0","Working"
"2717",0.6,0.87,4,227,3,1,0,"1","Working"
"2735",0.82,0.63,5,177,3,0,0,"0","Working"
"2736",0.66,0.86,5,185,3,0,0,"0","Working"
"2741",0.32,0.73,6,194,5,0,0,"0","Working"
"2744",0.62,0.71,5,149,2,0,0,"0","Working"
"2747",0.94,0.9,2,263,3,0,0,"0","Working"
"2749",0.2,0.74,6,148,4,0,0,"0","Working"
"2759",0.59,0.83,3,156,2,0,0,"1","Working"
"2765",0.69,0.65,4,232,2,1,0,"0","Working"
"2771",0.55,0.9,4,273,2,1,0,"0","Working"
"2777",0.52,0.72,3,253,3,0,0,"0","Working"
"2785",0.17,0.93,3,218,4,0,0,"0","Working"
"2797",0.64,0.67,5,198,2,1,0,"1","Working"
"2799",0.49,1,3,176,3,0,0,"1","Working"
"2803",0.8,0.85,5,242,3,0,0,"2","Working"
"2805",0.66,0.85,4,237,3,1,0,"1","Working"
"2806",0.66,0.99,5,244,3,0,0,"1","Working"
"2809",0.83,0.98,5,189,4,1,0,"0","Working"
"2815",0.68,0.41,4,254,5,0,0,"0","Working"
"2816",0.93,0.63,4,143,3,1,0,"0","Working"
"2822",0.22,0.52,5,147,5,1,0,"0","Working"
"2837",0.54,0.64,3,250,3,0,0,"1","Working"
"2841",0.42,0.94,5,227,5,0,0,"1","Working"
"2842",0.13,0.69,4,127,4,0,0,"2","Working"
"2857",0.82,0.74,3,232,3,0,0,"0","Working"
"2869",0.59,0.75,2,156,3,0,0,"1","Working"
"2872",0.77,0.49,4,217,2,0,0,"1","Working"
"2873",0.85,0.64,4,162,3,0,0,"1","Working"
"2875",0.54,0.95,3,221,3,0,0,"1","Working"
"2876",0.69,0.82,4,208,2,0,0,"1","Working"
"2883",0.92,0.94,5,248,3,0,0,"1","Working"
"2889",0.66,0.75,4,203,3,1,0,"0","Working"
"2899",0.74,0.41,4,250,4,0,0,"0","Working"
"2904",0.3,0.7,5,280,4,1,0,"0","Working"
"2913",0.78,0.95,3,270,2,0,0,"1","Working"
"2917",0.12,0.47,3,258,5,0,0,"1","Working"
"2930",0.32,0.81,2,249,3,0,0,"0","Working"
"2932",0.42,0.73,4,208,5,0,0,"0","Working"
"2936",0.29,0.48,2,116,6,1,0,"0","Working"
"2939",0.52,0.67,4,210,3,1,0,"0","Working"
"2952",0.8,0.55,2,212,3,0,0,"1","Working"
"2963",0.99,0.84,5,138,2,0,0,"1","Working"
"2969",0.24,0.85,4,155,5,0,0,"0","Working"
"2977",0.24,0.55,5,208,5,0,0,"0","Working"
"2980",0.67,0.61,4,140,2,0,0,"0","Working"
"2981",0.75,0.58,4,270,3,0,0,"0","Working"
"2990",0.44,0.9,4,117,3,0,0,"1","Working"
"3006",0.54,0.74,3,185,4,0,0,"0","Working"
"3011",0.62,0.89,3,153,3,1,0,"0","Working"
"3018",0.98,0.78,4,155,3,1,0,"0","Working"
"3024",0.69,0.68,4,168,3,0,0,"0","Working"
"3033",0.51,0.99,4,211,3,0,0,"1","Working"
"3037",0.31,0.92,4,133,6,0,0,"1","Working"
"3039",0.92,1,3,212,2,0,0,"0","Working"
"3041",0.76,0.45,5,177,6,0,0,"1","Working"
"3050",0.82,0.84,3,237,2,0,0,"0","Working"
"3056",0.82,0.92,5,198,3,0,0,"0","Working"
"3060",0.19,0.92,5,193,6,0,0,"1","Working"
"3071",0.6,0.8,3,191,2,0,0,"1","Working"
"3076",0.8,0.87,4,220,2,0,0,"1","Working"
"3078",0.62,0.92,5,149,3,0,0,"0","Working"
"3080",0.88,0.73,5,267,3,0,0,"0","Working"
"3100",0.79,0.59,2,157,6,0,0,"2","Working"
"3118",0.8,0.51,4,213,3,0,0,"1","Working"
"3119",0.45,0.64,5,133,4,0,0,"1","Working"
"3120",0.87,0.5,4,267,2,1,0,"1","Working"
"3122",0.55,0.8,4,260,3,0,0,"2","Working"
"3124",0.75,0.48,2,284,6,0,0,"0","Working"
"3126",0.71,0.97,3,189,3,1,0,"2","Working"
"3136",0.48,0.68,4,163,2,1,0,"0","Working"
"3147",0.54,0.5,4,146,2,0,0,"1","Working"
"3148",0.53,0.95,2,101,5,0,0,"1","Working"
"3151",0.49,0.76,4,202,3,0,0,"0","Working"
"3152",0.82,0.71,3,160,3,0,0,"1","Working"
"3161",0.66,0.6,3,262,2,1,0,"0","Working"
"3163",0.59,0.47,5,191,3,0,0,"0","Working"
"3175",0.8,0.76,3,270,2,1,0,"0","Working"
"3177",0.95,0.73,3,243,3,1,0,"1","Working"
"3180",0.67,0.93,5,133,2,0,0,"1","Working"
"3186",0.66,0.92,3,177,3,0,0,"1","Working"
"3187",0.98,0.56,5,180,3,0,0,"1","Working"
"3188",0.57,0.39,3,193,6,0,0,"1","Working"
"3190",0.71,0.58,3,194,4,0,0,"0","Working"
"3198",0.73,0.66,3,244,3,0,0,"0","Working"
"3208",0.26,0.51,2,284,2,0,0,"0","Working"
"3212",0.54,0.88,3,251,2,0,0,"0","Working"
"3222",0.67,0.59,3,205,5,0,0,"1","Working"
"3223",0.53,0.59,4,265,2,0,0,"1","Working"
"3226",0.62,0.64,5,150,3,1,0,"1","Working"
"3229",1,0.87,4,256,3,0,0,"0","Working"
"3239",0.6,0.68,4,264,2,1,0,"0","Working"
"3240",0.93,0.84,5,266,3,0,0,"0","Working"
"3242",0.7,0.66,3,151,2,0,0,"0","Working"
"3244",0.81,0.6,4,133,3,0,0,"0","Working"
"3248",0.83,0.85,4,201,2,1,0,"0","Working"
"3250",0.77,0.94,4,224,2,0,0,"0","Working"
"3258",0.14,0.96,3,196,5,1,0,"1","Working"
"3260",0.53,0.82,5,184,3,0,0,"1","Working"
"3262",0.84,0.59,3,234,2,0,0,"1","Working"
"3263",0.74,0.97,3,239,4,1,0,"1","Working"
"3268",0.8,0.52,3,253,2,1,0,"0","Working"
"3275",0.55,0.6,3,145,4,0,0,"0","Working"
"3277",0.58,0.62,5,184,3,0,0,"0","Working"
"3293",0.66,0.73,5,249,2,0,0,"1","Working"
"3295",0.89,0.63,3,268,3,0,0,"1","Working"
"3300",0.62,0.79,3,274,3,0,0,"1","Working"
"3304",0.79,0.58,4,191,6,0,0,"0","Working"
"3305",0.31,0.41,2,263,3,0,0,"1","Working"
"3306",0.68,0.81,3,166,2,0,0,"1","Working"
"3311",0.37,0.67,2,159,2,0,0,"0","Working"
"3320",0.83,0.93,6,130,5,0,0,"0","Working"
"3322",0.74,0.93,3,204,4,0,0,"0","Working"
"3325",0.92,0.91,3,250,4,0,0,"0","Working"
"3326",0.94,0.7,3,176,3,0,0,"0","Working"
"3337",0.61,0.51,4,242,3,0,0,"1","Working"
"3347",0.49,0.49,6,188,3,0,0,"1","Working"
"3353",0.52,0.9,4,285,2,0,0,"0","Working"
"3360",0.96,0.75,3,231,3,0,0,"0","Working"
"3362",0.66,0.75,3,228,2,0,0,"0","Working"
"3363",0.56,0.75,2,264,2,0,0,"0","Working"
"3369",1,0.93,3,264,4,0,0,"1","Working"
"3385",0.41,0.57,3,193,3,1,0,"1","Working"
"3391",0.69,0.74,2,271,2,0,0,"0","Working"
"3397",0.93,0.49,5,167,3,0,0,"1","Working"
"3400",0.3,0.61,3,138,5,0,0,"1","Working"
"3403",0.76,0.76,4,149,3,0,0,"1","Working"
"3422",0.98,0.57,5,141,3,0,1,"2","Working"
"3423",0.85,0.57,4,150,3,0,1,"2","Working"
"3427",0.64,0.38,5,171,6,1,1,"2","Working"
"3442",0.73,0.49,4,200,2,1,0,"0","Working"
"3443",0.44,0.48,2,226,3,0,0,"0","Working"
"3449",0.88,0.93,3,162,3,0,0,"1","Working"
"3467",0.85,0.96,3,211,2,0,0,"0","Working"
"3471",0.71,0.85,4,157,2,0,0,"0","Working"
"3472",0.88,0.69,3,248,4,0,0,"0","Working"
"3473",0.16,0.81,2,159,6,1,0,"0","Working"
"3482",0.51,0.75,3,234,2,1,0,"1","Working"
"3483",0.88,0.71,5,246,3,0,0,"1","Working"
"3487",0.23,0.96,2,234,4,0,0,"1","Working"
"3489",0.81,0.99,2,156,5,0,0,"1","Working"
"3495",0.49,0.99,3,199,3,0,0,"1","Working"
"3499",0.62,0.98,4,107,2,0,0,"0","Working"
"3501",0.81,0.73,4,272,2,0,0,"1","Working"
"3508",0.51,0.82,3,206,4,0,0,"1","Working"
"3511",0.42,0.4,3,160,2,0,0,"0","Working"
"3513",0.52,0.68,3,162,4,1,0,"0","Working"
"3514",0.95,0.64,3,138,4,1,0,"0","Working"
"3516",1,0.54,3,151,2,1,0,"0","Working"
"3526",0.93,0.77,3,202,5,0,0,"2","Working"
"3528",0.64,0.57,3,179,3,0,0,"1","Working"
"3530",0.65,0.86,4,267,2,0,0,"1","Working"
"3534",0.36,0.44,4,114,4,0,0,"1","Working"
"3535",0.3,0.48,2,104,2,0,0,"2","Working"
"3538",0.24,0.79,2,175,5,0,0,"0","Working"
"3545",0.17,0.59,4,179,4,0,0,"0","Working"
"3546",0.56,0.69,5,239,2,1,0,"0","Working"
"3548",0.22,0.78,6,206,6,0,0,"0","Working"
"3553",0.99,0.82,6,185,4,1,0,"2","Working"
"3562",0.93,0.82,5,272,3,0,0,"2","Working"
"3564",0.45,0.55,3,151,3,0,0,"1","Working"
"3570",0.72,0.53,5,244,4,0,0,"1","Working"
"3571",0.77,0.55,3,225,3,0,0,"1","Working"
"3572",0.89,0.94,5,223,3,0,0,"1","Working"
"3575",0.77,0.8,4,167,3,0,0,"1","Working"
"3576",0.76,0.87,4,161,3,0,0,"2","Working"
"3578",0.95,0.74,3,212,3,0,0,"1","Working"
"3583",0.91,0.74,3,139,5,1,0,"1","Working"
"3585",0.89,0.59,4,230,3,0,0,"1","Working"
"3592",0.21,0.58,5,197,4,0,0,"0","Working"
"3594",0.74,0.75,4,149,3,0,0,"0","Working"
"3601",0.71,0.74,3,250,3,0,0,"0","Working"
"3603",0.99,0.71,4,199,4,0,0,"1","Working"
"3605",1,0.94,3,257,4,0,0,"1","Working"
"3612",0.82,0.59,3,210,3,0,0,"1","Working"
"3618",0.77,0.5,3,141,3,0,0,"1","Working"
"3626",0.47,0.53,3,111,4,0,0,"1","Working"
"3631",0.86,0.66,4,251,3,0,0,"0","Working"
"3632",0.73,0.98,5,272,2,0,0,"0","Working"
"3637",0.95,0.62,4,150,2,0,0,"0","Working"
"3639",0.77,0.91,4,161,3,0,0,"0","Working"
"3641",0.93,0.91,2,238,2,1,0,"0","Working"
"3646",0.84,0.54,3,245,3,0,0,"0","Working"
"3647",0.58,0.38,4,203,5,0,0,"0","Working"
"3661",0.8,0.72,4,173,3,0,0,"0","Working"
"3679",0.73,0.94,4,262,3,0,0,"0","Working"
"3691",0.82,0.93,3,247,3,0,0,"1","Working"
"3694",1,0.79,5,171,5,0,0,"1","Working"
"3696",0.76,0.92,3,176,2,0,0,"1","Working"
"3697",0.8,0.62,5,190,4,1,0,"1","Working"
"3698",0.58,0.86,4,168,2,0,0,"1","Working"
"3699",0.73,0.93,3,205,3,0,0,"2","Working"
"3701",0.18,0.9,4,282,4,0,0,"1","Working"
"3706",0.52,0.57,3,270,3,0,0,"0","Working"
"3712",0.64,0.9,5,266,3,0,0,"0","Working"
"3717",0.56,0.81,4,188,3,1,0,"0","Working"
"3720",0.77,0.85,4,189,2,0,0,"0","Working"
"3724",0.8,0.82,4,271,4,0,0,"0","Working"
"3725",0.81,0.77,5,251,2,0,0,"0","Working"
"3727",0.58,0.97,3,274,4,1,1,"1","Working"
"3728",0.75,0.63,4,209,3,0,1,"1","Working"
"3731",0.92,0.6,5,236,3,1,1,"1","Working"
"3739",0.24,0.42,5,210,5,0,0,"0","Working"
"3740",0.88,0.51,3,208,3,0,0,"1","Working"
"3742",0.76,0.79,5,187,4,0,0,"1","Working"
"3746",0.19,0.94,4,196,5,0,0,"0","Working"
"3747",0.66,0.76,3,170,3,0,0,"0","Working"
"3749",0.83,0.99,5,132,3,0,0,"0","Working"
"3751",0.82,0.53,3,147,3,1,0,"0","Working"
"3759",0.66,0.89,4,169,4,0,0,"0","Working"
"3764",0.48,0.61,3,251,3,0,0,"1","Working"
"3768",0.37,0.86,6,260,3,0,0,"1","Working"
"3770",0.69,0.52,3,186,3,0,0,"1","Working"
"3772",0.81,0.55,3,199,2,1,0,"1","Working"
"3775",0.75,0.78,2,259,3,0,0,"0","Working"
"3776",0.88,0.82,3,265,3,0,0,"1","Working"
"3778",0.99,0.99,4,163,4,0,0,"1","Working"
"3779",0.59,0.65,5,265,3,0,0,"1","Working"
"3782",0.32,0.86,4,266,4,0,0,"0","Working"
"3785",0.73,0.68,3,121,5,0,0,"0","Working"
"3792",0.82,0.59,5,170,3,0,0,"0","Working"
"3811",0.73,0.88,5,233,4,1,0,"1","Working"
"3816",0.96,0.89,3,142,4,0,0,"1","Working"
"3817",0.79,0.82,4,220,3,0,0,"1","Working"
"3818",0.66,0.58,4,244,3,0,0,"1","Working"
"3819",0.67,0.68,4,171,3,0,0,"0","Working"
"3824",0.73,0.61,4,260,2,1,0,"0","Working"
"3825",0.78,0.63,5,259,3,0,0,"0","Working"
"3856",0.94,0.95,5,170,3,0,0,"1","Working"
"3869",0.82,0.89,4,239,2,0,0,"1","Working"
"3872",0.69,0.88,3,164,10,0,0,"1","Working"
"3877",0.65,0.63,4,143,8,0,0,"1","Working"
"3879",0.57,0.67,3,138,6,1,0,"1","Working"
"3881",0.55,0.86,4,169,6,0,0,"1","Working"
"3888",0.51,0.63,4,198,2,0,0,"1","Working"
"3889",0.87,0.92,4,263,3,0,0,"1","Working"
"3900",0.68,0.65,3,173,3,1,0,"2","Working"
"3912",0.49,1,2,125,4,1,0,"0","Working"
"3914",0.68,0.89,5,218,5,0,0,"0","Working"
"3917",0.99,0.86,3,167,2,0,0,"0","Working"
"3918",0.29,0.75,6,271,10,0,0,"1","Working"
"3929",0.56,0.48,5,192,2,1,0,"1","Working"
"3937",0.33,0.64,2,274,3,1,0,"2","Working"
"3939",0.56,0.94,3,154,3,1,0,"0","Working"
"3942",0.72,0.53,3,179,3,0,0,"0","Working"
"3946",0.99,0.8,3,209,2,0,0,"1","Working"
"3950",0.8,0.74,3,228,3,0,0,"1","Working"
"3955",0.69,0.82,4,252,3,1,0,"1","Working"
"3958",0.91,0.68,4,132,4,0,0,"1","Working"
"3963",0.77,0.83,5,216,4,0,0,"1","Working"
"3964",0.93,0.98,3,241,3,0,0,"1","Working"
"3984",0.28,0.89,4,97,6,0,0,"0","Working"
"3985",0.47,0.56,4,226,3,0,0,"0","Working"
"3987",0.75,0.6,4,186,10,1,0,"0","Working"
"3988",0.61,0.89,3,242,10,0,0,"2","Working"
"3990",0.22,0.7,2,274,10,0,0,"2","Working"
"4001",0.49,0.65,4,233,7,0,0,"1","Working"
"4004",0.6,0.54,4,182,6,0,0,"1","Working"
"4015",0.96,0.48,3,202,6,0,0,"0","Working"
"4016",0.97,0.84,4,177,6,0,0,"0","Working"
"4019",0.82,0.49,5,203,6,0,0,"0","Working"
"4025",0.79,0.83,3,126,10,1,0,"0","Working"
"4031",0.24,0.5,4,282,4,1,0,"0","Working"
"4033",0.82,0.85,3,214,2,0,0,"2","Working"
"4036",0.6,0.61,5,191,2,1,0,"2","Working"
"4041",0.4,0.89,2,165,3,0,0,"1","Working"
"4043",0.75,0.84,5,222,3,1,0,"1","Working"
"4053",0.55,0.64,4,201,10,1,0,"1","Working"
"4059",0.18,0.75,3,142,2,0,0,"0","Working"
"4063",0.7,0.56,4,214,3,0,1,"1","Working"
"4064",0.16,0.93,5,210,7,0,1,"1","Working"
"4067",0.51,0.55,2,102,7,0,1,"1","Working"
"4071",0.57,0.7,4,237,6,0,0,"0","Working"
"4077",0.66,0.85,3,178,8,1,0,"1","Working"
"4084",0.18,0.61,5,174,6,0,0,"1","Working"
"4087",0.87,0.48,5,170,3,0,0,"0","Working"
"4099",0.97,0.62,6,118,2,0,0,"0","Working"
"4106",0.8,0.96,3,161,3,0,0,"0","Working"
"4121",0.59,0.64,5,269,3,0,0,"1","Working"
"4128",0.79,0.73,2,147,2,0,0,"1","Working"
"4134",0.77,0.54,4,139,3,1,0,"0","Working"
"4135",0.77,0.91,4,239,3,1,0,"0","Working"
"4144",0.53,0.61,3,148,10,0,0,"2","Working"
"4145",0.64,0.52,5,258,10,1,0,"2","Working"
"4146",0.51,0.73,4,229,3,0,0,"0","Working"
"4153",0.82,0.8,3,162,3,0,0,"1","Working"
"4162",0.56,0.67,3,270,2,0,0,"1","Working"
"4165",0.94,0.59,3,151,2,0,0,"0","Working"
"4168",0.98,0.89,4,218,2,0,0,"1","Working"
"4176",0.67,0.4,4,274,3,0,0,"0","Working"
"4179",0.67,0.67,4,141,2,1,0,"0","Working"
"4180",0.92,0.6,4,161,3,0,0,"0","Working"
"4185",0.37,0.63,4,167,3,0,0,"0","Working"
"4195",0.97,0.79,5,259,3,0,1,"1","Working"
"4196",0.67,0.69,3,231,3,0,1,"1","Working"
"4197",0.48,0.67,4,220,3,0,1,"1","Working"
"4208",0.89,0.99,2,258,3,0,0,"1","Working"
"4209",0.69,0.51,3,257,3,1,0,"0","Working"
"4223",0.78,0.57,4,157,3,0,0,"0","Working"
"4228",0.78,0.96,3,202,4,1,0,"1","Working"
"4232",0.16,0.98,3,232,5,0,0,"1","Working"
"4233",0.77,0.99,4,260,3,0,0,"1","Working"
"4240",0.31,0.7,3,132,3,0,0,"0","Working"
"4244",0.74,0.63,3,180,3,0,0,"2","Working"
"4246",0.82,0.51,2,268,2,0,0,"2","Working"
"4249",0.63,0.48,4,179,3,0,0,"0","Working"
"4253",0.84,0.73,4,197,3,0,1,"0","Working"
"4271",0.32,0.47,3,143,4,0,0,"1","Working"
"4272",0.57,0.78,3,134,3,0,0,"1","Working"
"4273",0.51,0.8,5,268,3,0,0,"1","Working"
"4276",0.87,0.97,5,151,3,0,0,"1","Working"
"4281",0.75,0.53,4,224,4,1,0,"1","Working"
"4282",0.7,0.53,3,215,7,1,0,"1","Working"
"4293",0.65,0.77,4,205,3,0,0,"0","Working"
"4295",0.82,0.79,3,176,3,0,0,"0","Working"
"4298",0.7,0.68,3,150,3,0,0,"0","Working"
"4302",0.55,0.52,4,168,8,0,0,"0","Working"
"4305",0.72,0.88,5,216,10,1,0,"1","Working"
"4306",0.59,0.92,3,203,10,0,0,"1","Working"
"4308",0.39,0.52,2,102,8,0,0,"1","Working"
"4309",0.93,0.87,4,139,8,0,0,"1","Working"
"4310",0.71,0.97,5,208,8,1,0,"1","Working"
"4320",0.47,0.76,6,174,10,0,0,"1","Working"
"4327",0.6,0.91,5,211,3,0,0,"0","Working"
"4345",0.95,0.48,4,225,3,0,0,"1","Working"
"4347",0.96,0.55,3,164,3,0,0,"1","Working"
"4356",0.76,0.79,3,247,3,0,0,"0","Working"
"4360",0.57,0.55,4,177,8,0,0,"0","Working"
"4361",0.61,0.82,4,184,8,0,0,"0","Working"
"4366",0.95,0.66,4,223,10,0,0,"0","Working"
"4367",0.24,0.81,6,263,7,0,0,"2","Working"
"4368",0.49,0.52,4,161,7,0,0,"2","Working"
"4372",0.76,0.56,5,222,10,0,0,"2","Working"
"4375",0.57,0.93,2,204,10,0,0,"0","Working"
"4376",0.58,0.91,3,195,10,0,0,"0","Working"
"4377",0.6,0.98,4,146,10,0,0,"0","Working"
"4378",0.65,0.74,4,233,4,1,0,"0","Working"
"4381",0.18,0.49,3,240,2,1,0,"0","Working"
"4382",0.66,0.9,4,177,7,0,0,"0","Working"
"4383",0.78,0.8,3,135,7,0,0,"1","Working"
"4385",0.54,0.64,3,190,7,0,0,"1","Working"
"4390",0.59,0.59,4,197,7,0,0,"1","Working"
"4392",0.76,0.72,3,263,3,0,0,"1","Working"
"4395",0.53,0.66,3,191,3,0,0,"2","Working"
"4402",0.15,0.75,3,259,8,1,0,"2","Working"
"4409",0.87,0.89,4,225,8,0,0,"0","Working"
"4412",0.49,0.94,4,175,3,0,0,"1","Working"
"4417",0.66,0.95,5,192,7,0,0,"1","Working"
"4426",0.72,0.66,4,184,3,0,0,"2","Working"
"4427",0.77,0.89,4,269,10,0,0,"2","Working"
"4428",0.77,0.73,3,201,10,0,0,"2","Working"
"4429",0.59,0.73,4,247,10,0,0,"2","Working"
"4433",0.7,0.84,3,260,4,1,0,"1","Working"
"4437",0.2,0.68,5,167,7,0,0,"1","Working"
"4439",0.76,0.85,3,180,7,0,0,"1","Working"
"4443",0.91,0.77,3,195,7,0,0,"1","Working"
"4444",0.97,0.38,5,211,7,1,0,"1","Working"
"4453",0.15,0.81,5,280,3,1,0,"2","Working"
"4460",0.98,0.99,4,261,10,1,0,"0","Working"
"4461",0.62,0.82,3,204,10,0,0,"1","Working"
"4462",0.62,0.73,3,144,10,1,0,"2","Working"
"4464",0.5,0.91,4,144,8,0,0,"1","Working"
"4471",0.64,0.48,3,147,7,0,0,"2","Working"
"4476",0.58,0.67,5,133,10,0,0,"1","Working"
"4481",0.71,0.78,4,227,2,0,0,"0","Working"
"4491",0.7,0.58,5,168,3,0,0,"0","Working"
"4495",0.53,0.73,3,163,3,1,0,"0","Working"
"4497",0.59,0.6,3,214,2,1,0,"0","Working"
"4511",0.54,0.63,4,140,3,0,0,"1","Working"
"4522",0.95,0.81,4,258,7,0,1,"1","Working"
"4523",0.93,0.7,5,231,7,0,1,"2","Working"
"4526",0.24,0.94,6,141,3,1,0,"0","Working"
"4537",0.79,0.86,5,238,8,0,0,"0","Working"
"4544",0.39,0.45,3,100,8,1,0,"1","Working"
"4549",0.88,0.6,4,208,7,0,1,"2","Working"
"4550",0.44,0.44,2,141,7,1,1,"2","Working"
"4555",0.88,0.83,4,273,10,0,0,"1","Working"
"4558",0.79,0.65,3,235,10,0,0,"0","Working"
"4559",0.92,0.64,4,190,10,1,0,"0","Working"
"4565",0.65,0.4,5,125,4,0,0,"0","Working"
"4570",0.76,0.56,3,179,3,1,0,"0","Working"
"4574",0.82,0.67,4,156,3,0,0,"0","Working"
"4578",0.72,0.88,3,189,3,1,0,"2","Working"
"4580",0.81,0.8,5,132,2,1,0,"2","Working"
"4583",0.72,0.99,4,239,3,0,0,"1","Working"
"4585",0.98,0.91,3,188,4,0,0,"1","Working"
"4594",0.67,0.91,2,245,2,1,1,"1","Working"
"4599",0.44,0.65,3,175,2,0,0,"0","Working"
"4600",0.64,0.94,4,210,3,0,0,"0","Working"
"4601",0.65,0.95,2,180,2,0,0,"0","Working"
"4609",0.88,0.81,4,179,3,0,0,"2","Working"
"4611",0.68,0.79,4,184,3,0,0,"0","Working"
"4612",0.66,0.6,3,210,2,0,0,"0","Working"
"4620",0.81,0.81,5,250,4,0,1,"1","Working"
"4622",0.42,0.96,6,173,3,0,0,"1","Working"
"4626",0.71,0.66,5,187,2,0,0,"1","Working"
"4636",0.68,0.75,4,258,3,0,0,"2","Working"
"4641",0.62,0.76,5,198,3,0,0,"0","Working"
"4645",0.2,0.78,4,196,3,0,0,"0","Working"
"4646",0.53,0.51,4,240,2,0,0,"0","Working"
"4651",0.79,0.62,5,167,3,0,0,"0","Working"
"4654",0.78,0.9,5,158,3,0,0,"0","Working"
"4656",0.92,1,4,261,4,0,0,"1","Working"
"4657",0.59,0.54,4,176,2,0,0,"1","Working"
"4662",0.84,0.44,5,131,5,1,0,"1","Working"
"4667",0.69,0.87,5,174,3,0,0,"1","Working"
"4672",0.68,0.66,3,238,2,0,0,"1","Working"
"4676",0.6,0.45,3,104,4,0,0,"0","Working"
"4684",0.39,0.75,6,185,3,0,1,"2","Working"
"4697",0.96,0.62,4,253,7,0,0,"1","Working"
"4704",0.37,0.92,4,211,7,0,0,"2","Working"
"4705",0.64,0.64,2,190,3,0,0,"0","Working"
"4717",0.83,0.8,3,240,8,0,0,"0","Working"
"4718",0.94,0.82,4,187,3,0,0,"0","Working"
"4719",0.42,0.69,3,126,2,0,0,"0","Working"
"4727",0.95,0.99,5,251,4,0,0,"0","Working"
"4732",0.15,0.74,6,144,7,0,1,"2","Working"
"4746",0.52,0.62,5,239,2,0,0,"1","Working"
"4748",0.82,0.79,3,160,3,0,0,"1","Working"
"4752",0.16,0.63,5,266,7,0,0,"0","Working"
"4755",0.9,0.89,4,254,7,0,0,"0","Working"
"4761",0.82,0.82,3,148,3,0,0,"0","Working"
"4770",0.9,0.82,3,133,8,0,0,"1","Working"
"4772",0.61,0.68,3,193,2,0,0,"1","Working"
"4789",0.9,0.55,3,259,10,1,1,"2","Working"
"4792",0.33,0.65,3,172,10,0,1,"2","Working"
"4796",0.11,0.88,7,272,4,0,0,"1","left"
"4797",0.72,0.87,5,223,5,0,0,"0","left"
"4816",0.09,0.95,6,304,4,0,0,"0","left"
"4820",0.82,0.87,4,239,5,0,0,"0","left"
"4823",0.38,0.5,2,132,3,0,0,"0","left"
"4829",0.1,0.94,6,255,4,0,0,"0","left"
"4835",0.45,0.48,2,158,3,0,0,"0","left"
"4837",0.1,0.8,7,281,4,0,0,"0","left"
"4839",0.84,0.74,3,182,4,0,0,"0","left"
"4840",0.4,0.55,2,147,3,0,0,"0","left"
"4849",0.37,0.46,2,140,3,0,0,"0","left"
"4850",0.11,0.94,7,255,4,0,0,"0","left"
"4851",0.1,0.81,6,309,4,0,0,"0","left"
"4859",0.81,0.7,6,161,4,0,0,"1","left"
"4860",0.43,0.54,2,153,3,0,0,"1","left"
"4864",0.74,0.99,2,277,3,0,0,"1","left"
"4866",0.45,0.49,2,149,3,0,0,"2","left"
"4867",0.09,0.87,7,295,4,0,0,"0","left"
"4874",0.45,0.54,2,140,3,0,0,"0","left"
"4880",0.17,0.84,5,232,3,0,0,"0","left"
"4883",0.1,0.79,6,291,4,0,0,"0","left"
"4887",0.46,0.55,2,129,3,0,0,"0","left"
"4890",0.1,0.77,6,265,4,0,0,"0","left"
"4893",0.9,1,5,221,6,0,0,"1","left"
"4899",0.24,0.46,7,224,5,0,0,"1","left"
"4900",0.91,1,4,257,5,0,0,"1","left"
"4901",0.44,0.5,2,148,3,0,0,"1","left"
"4912",0.37,0.57,2,133,3,0,0,"0","left"
"4914",0.14,0.62,4,158,4,1,0,"0","left"
"4916",0.75,1,4,216,6,0,0,"0","left"
"4917",0.11,0.84,6,300,5,1,0,"0","left"
"4924",0.1,0.83,6,292,4,0,0,"0","left"
"4932",0.74,1,4,249,5,0,0,"0","left"
"4933",0.73,0.87,5,257,5,0,0,"0","left"
"4938",0.84,0.99,4,267,5,0,0,"0","left"
"4944",0.11,0.91,6,278,4,0,0,"0","left"
"4945",0.45,0.56,2,154,3,0,0,"0","left"
"4949",0.11,0.8,6,304,4,0,0,"0","left"
"4950",0.83,1,5,240,5,0,0,"0","left"
"4952",0.39,0.5,2,136,3,0,0,"0","left"
"4953",0.45,0.45,2,132,3,0,0,"0","left"
"4958",0.9,0.99,5,260,5,0,0,"0","left"
"4961",0.31,0.54,5,132,5,0,0,"0","left"
"4967",0.1,0.88,6,284,4,0,0,"0","left"
